"Generation","Identity","Population"
270,"0011",8.999998856501124
270,"0100",0.0
270,"0101",0.0
270,"0110",3.413467412985825
270,"0111",1.462397997898956
270,"1000",0.0
270,"1010",0.0
270,"1011",0.47712125471966244
270,"1100",0.0
270,"1110",0.0
280,"0000",0.0
280,"0001",0.47712125471966244
280,"0010",0.9030899869919435
280,"0011",8.999999317722834
280,"0100",0.0
280,"0101",0.0
280,"0110",3.1832698436828046
280,"0111",1.4913616938342726
280,"1000",0.0
280,"1010",0.0
280,"1011",0.47712125471966244
280,"1100",0.0
280,"1110",0.0
290,"0000",0.0
290,"0001",0.3010299956639812
290,"0010",0.7781512503836436
290,"0011",8.999999590025816
290,"0100",0.0
290,"0101",0.0
290,"0110",2.9532763366673045
290,"0111",1.5314789170422551
290,"1000",0.0
290,"1010",0.0
290,"1011",0.3010299956639812
290,"1100",0.0
290,"1110",0.0
300,"0000",0.0
300,"0001",0.0
300,"0010",0.9542425094393249
300,"0011",8.999999751583486
300,"0100",0.0
300,"0101",0.0
300,"0110",2.722633922533812
300,"0111",1.505149978319906
300,"1000",0.0
300,"1010",0.0
300,"1011",0.47712125471966244
300,"1100",0.0
300,"1110",0.0
310,"0000",0.0
310,"0001",0.3010299956639812
310,"0010",0.8450980400142568
310,"0011",8.999999845825432
310,"0100",0.0
310,"0101",0.0
310,"0110",2.4913616938342726
310,"0111",1.505149978319906
310,"1000",0.0
310,"1010",0.0
310,"1011",0.47712125471966244
310,"1100",0.0
310,"1110",0.0
320,"0000",0.0
320,"0001",0.47712125471966244
320,"0010",0.9542425094393249
320,"0011",8.99999990141514
320,"0100",0.0
320,"0101",0.0
320,"0110",2.2624510897304293
320,"0111",1.4913616938342726
320,"1000",0.0
320,"1010",0.0
320,"1011",0.3010299956639812
320,"1100",0.0
320,"1110",0.0
330,"0000",0.0
330,"0001",0.47712125471966244
330,"0010",0.8450980400142568
330,"0011",8.999999933552939
330,"0100",0.0
330,"0101",0.0
330,"0110",2.03342375548695
330,"0111",1.5185139398778875
330,"1000",0.0
330,"1010",0.0
330,"1011",0.3010299956639812
330,"1100",0.0
330,"1110",0.0
340,"0000",0.0
340,"0001",0.47712125471966244
340,"0010",0.9030899869919435
340,"0011",8.999999952661899
340,"0100",0.0
