"Generation","Identity","Population"
0,"0000",9.0
0,"0001",0.0
0,"0010",0.0
0,"0011",0.0
0,"0100",0.0
0,"0101",0.0
0,"0110",0.0
0,"0111",0.0
0,"1000",0.0
0,"1001",0.0
0,"1010",0.0
0,"1011",0.0
0,"1100",0.0
0,"1101",0.0
0,"1110",0.0
0,"1111",0.0
10,"0000",8.999999928341404
10,"0001",1.4471580313422192
10,"0010",2.0293837776852097
10,"0011",0.0
10,"0100",0.9030899869919435
10,"0101",0.0
10,"0110",0.0
10,"0111",0.0
10,"1000",1.2787536009528289
10,"1001",0.0
10,"1010",0.0
10,"1011",0.0
10,"1100",0.0
10,"1101",0.0
10,"1110",0.0
10,"1111",0.0
20,"0000",8.999999271253248
20,"0001",1.7075701760979363
20,"0010",3.1997551772534747
20,"0011",0.0
20,"0100",0.9542425094393249
20,"0101",0.0
20,"0110",0.0
20,"0111",0.0
20,"1000",1.5440680443502757
20,"1001",0.0
20,"1010",0.0
20,"1011",0.0
20,"1100",0.0
20,"1101",0.0
20,"1110",0.0
20,"1111",0.0
30,"0000",8.999990259099826
30,"0001",1.8976270912904414
30,"0010",4.34834381147937
30,"0011",0.0
30,"0100",0.9542425094393249
30,"0101",0.0
30,"0110",0.0
30,"0111",0.0
30,"1000",1.591064607026499
30,"1001",0.0
30,"1010",0.0
30,"1011",0.0
30,"1100",0.0
30,"1101",0.0
30,"1110",0.0
30,"1111",0.0
40,"0000",8.999864179222447
40,"0001",2.0569048513364727
40,"0010",5.494887543102428
40,"0011",0.0
40,"0100",1.0
40,"0101",0.0
40,"0110",0.0
40,"0111",0.0
40,"1000",1.591064607026499
40,"1001",0.0
40,"1010",0.0
40,"1011",0.0
40,"1100",0.0
40,"1101",0.0
40,"1110",0.0
40,"1111",0.0
50,"0000",8.998101436265067
50,"0001",2.164352855784437
50,"0010",6.63967231957499
50,"0011",0.0
50,"0100",0.9542425094393249
50,"0101",0.0
50,"0110",0.0
50,"0111",0.0
50,"1000",1.6232492903979006
50,"1001",0.0
50,"1010",0.0
50,"1011",0.0
50,"1100",0.0
50,"1101",0.0
50,"1110",0.0
50,"1111",0.0
60,"0000",8.97412426055307
