"Generation","Identity","Population"
0,"0000",9.0
0,"0001",0.0
0,"0010",0.0
0,"0100",0.0
0,"0101",0.0
0,"0110",0.0
0,"1000",0.0
0,"1100",0.0
10,"0000",8.999999922695576
10,"0001",1.6127838567197355
10,"0010",0.7781512503836436
10,"0100",2.0453229787866576
10,"0101",0.0
10,"0110",0.0
10,"1000",1.2787536009528289
10,"1100",0.0
20,"0000",8.999999333357458
20,"0001",2.3180633349627615
20,"0010",0.8450980400142568
20,"0100",3.1075491297446862
20,"0101",0.0
20,"0110",0.0
20,"1000",1.591064607026499
20,"1100",0.0
30,"0000",8.999993601492264
30,"0001",2.946452265013073
30,"0010",0.9542425094393249
30,"0100",4.139280732718524
30,"0101",0.0
30,"0110",0.0
30,"1000",1.7634279935629373
30,"1100",0.0
40,"0000",8.999934350558824
40,"0001",3.55303301620244
40,"0010",0.9030899869919435
40,"0100",5.168792020314182
40,"0101",0.0
40,"0110",0.0
40,"1000",1.863322860120456
40,"1100",0.0
50,"0000",8.999308905256772
50,"0001",4.1536929400085505
50,"0010",0.9030899869919435
50,"0100",6.197474086254488
50,"0101",0.0
50,"0110",0.0
50,"1000",1.919078092376074
50,"1100",0.0
60,"0000",8.992704799147882
60,"0001",4.746743148043937
60,"0010",0.8450980400142568
60,"0100",7.220150181170055
60,"0101",0.0
60,"0110",0.0
60,"1000",1.968482948553935
60,"1100",0.0
70,"0000",8.927813290466872
70,"0001",5.281262959652321
70,"0010",0.7781512503836436
70,"0100",8.184536837048187
70,"0101",0.0
70,"0110",0.0
70,"1000",1.9294189257142926
70,"1100",0.3010299956639812
80,"0000",8.532706880371347
80,"0001",5.485511324742678
80,"0010",0.3010299956639812
80,"0100",8.818708355066425
80,"0101",1.0
80,"0110",0.3010299956639812
80,"1000",1.5563025007672873
80,"1100",0.6989700043360189
90,"0000",7.664127963164521
90,"0001",5.216263574559313
90,"0010",0.0
90,"0100",8.979407257514639
90,"0101",1.4771212547196624
90,"0110",0.47712125471966244
90,"1000",0.6989700043360189
90,"1100",0.9542425094393249
100,"0000",6.653456036436554
100,"0001",4.8049159679961795
100,"0010",0.0
100,"0100",8.998012298507655
